,GCC_O0,GCC_O1,GCC_O2,GCC_O3,LLVM_O0,LLVM_O1,LLVM_O2,LLVM_O3
92,"{'nodes': 503, 'edges': 770}","{'nodes': 111, 'edges': 193}","{'nodes': 7, 'edges': 6}","{'nodes': 7, 'edges': 6}","{'nodes': 529, 'edges': 799}","{'nodes': 16, 'edges': 21}","{'nodes': 7, 'edges': 6}","{'nodes': 7, 'edges': 6}"
93,"{'nodes': 1791, 'edges': 2781}","{'nodes': 164, 'edges': 288}","{'nodes': 7, 'edges': 6}","{'nodes': 7, 'edges': 6}","{'nodes': 1685, 'edges': 2621}","{'nodes': 17, 'edges': 22}","{'nodes': 7, 'edges': 6}","{'nodes': 7, 'edges': 6}"
94,"{'nodes': 338, 'edges': 543}","{'nodes': 178, 'edges': 316}","{'nodes': 6, 'edges': 5}","{'nodes': 6, 'edges': 5}","{'nodes': 370, 'edges': 585}","{'nodes': 23, 'edges': 34}","{'nodes': 7, 'edges': 6}","{'nodes': 7, 'edges': 6}"
95,"{'nodes': 509, 'edges': 825}","{'nodes': 394, 'edges': 733}","{'nodes': 7, 'edges': 6}","{'nodes': 7, 'edges': 6}","{'nodes': 494, 'edges': 797}","{'nodes': 27, 'edges': 32}","{'nodes': 7, 'edges': 6}","{'nodes': 7, 'edges': 6}"
96,"{'nodes': 771, 'edges': 1228}","{'nodes': 453, 'edges': 844}","{'nodes': 7, 'edges': 6}","{'nodes': 7, 'edges': 6}","{'nodes': 921, 'edges': 1449}","{'nodes': 38, 'edges': 57}","{'nodes': 7, 'edges': 6}","{'nodes': 7, 'edges': 6}"
97,"{'nodes': 721, 'edges': 1080}","{'nodes': 14, 'edges': 17}","{'nodes': 14, 'edges': 17}","{'nodes': 14, 'edges': 17}","{'nodes': 989, 'edges': 1469}","{'nodes': 11, 'edges': 14}","{'nodes': 9, 'edges': 10}","{'nodes': 9, 'edges': 10}"
98,"{'nodes': 174, 'edges': 264}","{'nodes': 14, 'edges': 17}","{'nodes': 18, 'edges': 22}","{'nodes': 18, 'edges': 22}","{'nodes': 1186, 'edges': 1858}","{'nodes': 10, 'edges': 11}","{'nodes': 10, 'edges': 11}","{'nodes': 10, 'edges': 11}"
99,"{'nodes': 37, 'edges': 55}","{'nodes': 13, 'edges': 18}","{'nodes': 13, 'edges': 18}","{'nodes': 11, 'edges': 12}","{'nodes': 42, 'edges': 61}","{'nodes': 17, 'edges': 26}","{'nodes': 11, 'edges': 12}","{'nodes': 11, 'edges': 12}"
100,"{'nodes': 47, 'edges': 69}","{'nodes': 11, 'edges': 14}","{'nodes': 11, 'edges': 14}","{'nodes': 9, 'edges': 10}","{'nodes': 53, 'edges': 79}","{'nodes': 9, 'edges': 10}","{'nodes': 9, 'edges': 10}","{'nodes': 9, 'edges': 10}"
101,"{'nodes': 2028, 'edges': 3160}","{'nodes': 9, 'edges': 10}","{'nodes': 9, 'edges': 10}","{'nodes': 9, 'edges': 10}","{'nodes': 1953, 'edges': 3037}","{'nodes': 9, 'edges': 10}","{'nodes': 9, 'edges': 10}","{'nodes': 9, 'edges': 10}"
102,"{'nodes': 386, 'edges': 608}","{'nodes': 191, 'edges': 327}","{'nodes': 7, 'edges': 6}","{'nodes': 7, 'edges': 6}","{'nodes': 470, 'edges': 710}","{'nodes': 35, 'edges': 49}","{'nodes': 6, 'edges': 5}","{'nodes': 6, 'edges': 5}"
103,"{'nodes': 787, 'edges': 1180}","{'nodes': 16, 'edges': 21}","{'nodes': 14, 'edges': 17}","{'nodes': 14, 'edges': 17}","{'nodes': 826, 'edges': 1213}","{'nodes': 9, 'edges': 10}","{'nodes': 9, 'edges': 10}","{'nodes': 9, 'edges': 10}"
104,"{'nodes': 511, 'edges': 797}","{'nodes': 81, 'edges': 130}","{'nodes': 7, 'edges': 6}","{'nodes': 7, 'edges': 6}","{'nodes': 525, 'edges': 811}","{'nodes': 18, 'edges': 24}","{'nodes': 6, 'edges': 5}","{'nodes': 6, 'edges': 5}"
105,"{'nodes': 1305, 'edges': 2038}","{'nodes': 103, 'edges': 177}","{'nodes': 7, 'edges': 6}","{'nodes': 7, 'edges': 6}","{'nodes': 1540, 'edges': 2431}","{'nodes': 17, 'edges': 24}","{'nodes': 7, 'edges': 6}","{'nodes': 7, 'edges': 6}"
106,"{'nodes': 546, 'edges': 843}","{'nodes': 46, 'edges': 73}","{'nodes': 6, 'edges': 5}","{'nodes': 6, 'edges': 5}","{'nodes': 1605, 'edges': 2476}","{'nodes': 23, 'edges': 38}","{'nodes': 12, 'edges': 13}","{'nodes': 12, 'edges': 13}"
107,"{'nodes': 771, 'edges': 1262}","{'nodes': 216, 'edges': 385}","{'nodes': 7, 'edges': 6}","{'nodes': 7, 'edges': 6}","{'nodes': 892, 'edges': 1456}","{'nodes': 19, 'edges': 24}","{'nodes': 7, 'edges': 6}","{'nodes': 7, 'edges': 6}"
108,"{'nodes': 1902, 'edges': 2979}","{'nodes': 9, 'edges': 10}","{'nodes': 9, 'edges': 10}","{'nodes': 9, 'edges': 10}","{'nodes': 2513, 'edges': 3922}","{'nodes': 9, 'edges': 10}","{'nodes': 9, 'edges': 10}","{'nodes': 9, 'edges': 10}"
109,"{'nodes': 2837, 'edges': 4339}","{'nodes': 23, 'edges': 32}","{'nodes': 21, 'edges': 29}","{'nodes': 21, 'edges': 29}","{'nodes': 2764, 'edges': 4234}","{'nodes': 9, 'edges': 10}","{'nodes': 9, 'edges': 10}","{'nodes': 9, 'edges': 10}"
110,"{'nodes': 1027, 'edges': 1582}","{'nodes': 63, 'edges': 92}","{'nodes': 51, 'edges': 70}","{'nodes': 49, 'edges': 66}","{'nodes': 1045, 'edges': 1583}","{'nodes': 43, 'edges': 61}","{'nodes': 28, 'edges': 37}","{'nodes': 28, 'edges': 37}"
111,"{'nodes': 1969, 'edges': 3097}","{'nodes': 14, 'edges': 17}","{'nodes': 14, 'edges': 17}","{'nodes': 14, 'edges': 17}","{'nodes': 1982, 'edges': 3126}","{'nodes': 9, 'edges': 10}","{'nodes': 9, 'edges': 10}","{'nodes': 9, 'edges': 10}"
112,"{'nodes': 282, 'edges': 448}","{'nodes': 112, 'edges': 195}","{'nodes': 7, 'edges': 6}","{'nodes': 7, 'edges': 6}","{'nodes': 288, 'edges': 455}","{'nodes': 21, 'edges': 34}","{'nodes': 7, 'edges': 6}","{'nodes': 7, 'edges': 6}"
113,"{'nodes': 278, 'edges': 419}","{'nodes': 9, 'edges': 10}","{'nodes': 9, 'edges': 10}","{'nodes': 9, 'edges': 10}","{'nodes': 275, 'edges': 415}","{'nodes': 9, 'edges': 10}","{'nodes': 9, 'edges': 10}","{'nodes': 9, 'edges': 10}"
114,"{'nodes': 332, 'edges': 487}","{'nodes': 18, 'edges': 24}","{'nodes': 14, 'edges': 19}","{'nodes': 17, 'edges': 23}","{'nodes': 389, 'edges': 557}","{'nodes': 14, 'edges': 17}","{'nodes': 9, 'edges': 10}","{'nodes': 9, 'edges': 10}"
115,"{'nodes': 1423, 'edges': 2242}","{'nodes': 92, 'edges': 159}","{'nodes': 7, 'edges': 6}","{'nodes': 7, 'edges': 6}","{'nodes': 2414, 'edges': 3756}","{'nodes': 15, 'edges': 20}","{'nodes': 7, 'edges': 6}","{'nodes': 7, 'edges': 6}"
116,"{'nodes': 1508, 'edges': 2342}","{'nodes': 172, 'edges': 311}","{'nodes': 7, 'edges': 6}","{'nodes': 7, 'edges': 6}","{'nodes': 1694, 'edges': 2626}","{'nodes': 18, 'edges': 23}","{'nodes': 7, 'edges': 6}","{'nodes': 7, 'edges': 6}"
117,"{'nodes': 70, 'edges': 111}","{'nodes': 54, 'edges': 88}","{'nodes': 7, 'edges': 6}","{'nodes': 7, 'edges': 6}","{'nodes': 71, 'edges': 111}","{'nodes': 14, 'edges': 19}","{'nodes': 7, 'edges': 6}","{'nodes': 7, 'edges': 6}"
118,"{'nodes': 1169, 'edges': 1807}","{'nodes': 13, 'edges': 18}","{'nodes': 11, 'edges': 14}","{'nodes': 9, 'edges': 10}","{'nodes': 1149, 'edges': 1770}","{'nodes': 9, 'edges': 10}","{'nodes': 9, 'edges': 10}","{'nodes': 9, 'edges': 10}"
119,"{'nodes': 248, 'edges': 417}","{'nodes': 472, 'edges': 879}","{'nodes': 7, 'edges': 6}","{'nodes': 7, 'edges': 6}","{'nodes': 260, 'edges': 428}","{'nodes': 40, 'edges': 65}","{'nodes': 7, 'edges': 6}","{'nodes': 7, 'edges': 6}"
120,"{'nodes': 925, 'edges': 1458}","{'nodes': 235, 'edges': 418}","{'nodes': 7, 'edges': 6}","{'nodes': 7, 'edges': 6}","{'nodes': 883, 'edges': 1382}","{'nodes': 21, 'edges': 26}","{'nodes': 7, 'edges': 6}","{'nodes': 7, 'edges': 6}"
121,"{'nodes': 1391, 'edges': 2169}","{'nodes': 190, 'edges': 336}","{'nodes': 7, 'edges': 6}","{'nodes': 7, 'edges': 6}","{'nodes': 1434, 'edges': 2232}","{'nodes': 36, 'edges': 48}","{'nodes': 7, 'edges': 6}","{'nodes': 7, 'edges': 6}"
122,"{'nodes': 2072, 'edges': 3242}","{'nodes': 242, 'edges': 430}","{'nodes': 7, 'edges': 6}","{'nodes': 7, 'edges': 6}","{'nodes': 2752, 'edges': 4307}","{'nodes': 19, 'edges': 24}","{'nodes': 7, 'edges': 6}","{'nodes': 7, 'edges': 6}"
123,"{'nodes': 60, 'edges': 93}","{'nodes': 44, 'edges': 70}","{'nodes': 7, 'edges': 6}","{'nodes': 7, 'edges': 6}","{'nodes': 61, 'edges': 93}","{'nodes': 13, 'edges': 18}","{'nodes': 7, 'edges': 6}","{'nodes': 7, 'edges': 6}"
124,"{'nodes': 755, 'edges': 1170}","{'nodes': 60, 'edges': 94}","{'nodes': 7, 'edges': 6}","{'nodes': 7, 'edges': 6}","{'nodes': 984, 'edges': 1530}","{'nodes': 13, 'edges': 18}","{'nodes': 7, 'edges': 6}","{'nodes': 7, 'edges': 6}"
125,"{'nodes': 230, 'edges': 397}","{'nodes': 392, 'edges': 729}","{'nodes': 7, 'edges': 6}","{'nodes': 7, 'edges': 6}","{'nodes': 231, 'edges': 397}","{'nodes': 27, 'edges': 32}","{'nodes': 7, 'edges': 6}","{'nodes': 7, 'edges': 6}"
126,"{'nodes': 1378, 'edges': 2154}","{'nodes': 72, 'edges': 113}","{'nodes': 64, 'edges': 107}","{'nodes': 59, 'edges': 88}","{'nodes': 1498, 'edges': 2342}","{'nodes': 29, 'edges': 44}","{'nodes': 21, 'edges': 28}","{'nodes': 27, 'edges': 37}"
127,"{'nodes': 23, 'edges': 31}","{'nodes': 9, 'edges': 10}","{'nodes': 9, 'edges': 10}","{'nodes': 9, 'edges': 10}","{'nodes': 25, 'edges': 34}","{'nodes': 9, 'edges': 10}","{'nodes': 9, 'edges': 10}","{'nodes': 9, 'edges': 10}"
128,"{'nodes': 580, 'edges': 929}","{'nodes': 322, 'edges': 596}","{'nodes': 7, 'edges': 6}","{'nodes': 7, 'edges': 6}","{'nodes': 576, 'edges': 920}","{'nodes': 24, 'edges': 29}","{'nodes': 7, 'edges': 6}","{'nodes': 7, 'edges': 6}"
129,"{'nodes': 26, 'edges': 36}","{'nodes': 9, 'edges': 10}","{'nodes': 9, 'edges': 10}","{'nodes': 9, 'edges': 10}","{'nodes': 31, 'edges': 43}","{'nodes': 13, 'edges': 18}","{'nodes': 9, 'edges': 10}","{'nodes': 9, 'edges': 10}"
130,"{'nodes': 3162, 'edges': 4891}","{'nodes': 9, 'edges': 10}","{'nodes': 9, 'edges': 10}","{'nodes': 9, 'edges': 10}","{'nodes': 3235, 'edges': 5075}","{'nodes': 9, 'edges': 10}","{'nodes': 9, 'edges': 10}","{'nodes': 9, 'edges': 10}"
131,"{'nodes': 679, 'edges': 1054}","{'nodes': 13, 'edges': 16}","{'nodes': 14, 'edges': 17}","{'nodes': 14, 'edges': 17}","{'nodes': 651, 'edges': 988}","{'nodes': 9, 'edges': 10}","{'nodes': 9, 'edges': 10}","{'nodes': 9, 'edges': 10}"
132,"{'nodes': 962, 'edges': 1497}","{'nodes': 175, 'edges': 304}","{'nodes': 6, 'edges': 5}","{'nodes': 6, 'edges': 5}","{'nodes': 920, 'edges': 1427}","{'nodes': 45, 'edges': 62}","{'nodes': 7, 'edges': 6}","{'nodes': 7, 'edges': 6}"
133,"{'nodes': 1593, 'edges': 2439}","{'nodes': 52, 'edges': 83}","{'nodes': 7, 'edges': 6}","{'nodes': 7, 'edges': 6}","{'nodes': 1994, 'edges': 3058}","{'nodes': 14, 'edges': 19}","{'nodes': 7, 'edges': 6}","{'nodes': 7, 'edges': 6}"
134,"{'nodes': 1410, 'edges': 2170}","{'nodes': 10, 'edges': 11}","{'nodes': 10, 'edges': 11}","{'nodes': 10, 'edges': 11}","{'nodes': 1791, 'edges': 2808}","{'nodes': 10, 'edges': 11}","{'nodes': 10, 'edges': 11}","{'nodes': 10, 'edges': 11}"
135,"{'nodes': 286, 'edges': 444}","{'nodes': 18, 'edges': 25}","{'nodes': 11, 'edges': 13}","{'nodes': 11, 'edges': 13}","{'nodes': 282, 'edges': 432}","{'nodes': 9, 'edges': 10}","{'nodes': 9, 'edges': 10}","{'nodes': 9, 'edges': 10}"
136,"{'nodes': 381, 'edges': 573}","{'nodes': 25, 'edges': 36}","{'nodes': 22, 'edges': 32}","{'nodes': 22, 'edges': 32}","{'nodes': 362, 'edges': 543}","{'nodes': 29, 'edges': 43}","{'nodes': 21, 'edges': 30}","{'nodes': 21, 'edges': 30}"
137,"{'nodes': 463, 'edges': 693}","{'nodes': 15, 'edges': 22}","{'nodes': 14, 'edges': 19}","{'nodes': 11, 'edges': 12}","{'nodes': 839, 'edges': 1239}","{'nodes': 19, 'edges': 30}","{'nodes': 11, 'edges': 12}","{'nodes': 11, 'edges': 12}"
138,"{'nodes': 1000, 'edges': 1530}","{'nodes': 52, 'edges': 70}","{'nodes': 50, 'edges': 67}","{'nodes': 50, 'edges': 67}","{'nodes': 1060, 'edges': 1601}","{'nodes': 9, 'edges': 10}","{'nodes': 9, 'edges': 10}","{'nodes': 9, 'edges': 10}"
139,"{'nodes': 1277, 'edges': 2013}","{'nodes': 234, 'edges': 418}","{'nodes': 7, 'edges': 6}","{'nodes': 7, 'edges': 6}","{'nodes': 1428, 'edges': 2239}","{'nodes': 20, 'edges': 25}","{'nodes': 7, 'edges': 6}","{'nodes': 7, 'edges': 6}"
140,"{'nodes': 365, 'edges': 577}","{'nodes': 319, 'edges': 582}","{'nodes': 7, 'edges': 6}","{'nodes': 7, 'edges': 6}","{'nodes': 743, 'edges': 1141}","{'nodes': 39, 'edges': 66}","{'nodes': 7, 'edges': 6}","{'nodes': 7, 'edges': 6}"
141,"{'nodes': 1136, 'edges': 1735}","{'nodes': 9, 'edges': 10}","{'nodes': 9, 'edges': 10}","{'nodes': 9, 'edges': 10}","{'nodes': 1295, 'edges': 1970}","{'nodes': 9, 'edges': 10}","{'nodes': 9, 'edges': 10}","{'nodes': 9, 'edges': 10}"
142,"{'nodes': 857, 'edges': 1303}","{'nodes': 10, 'edges': 11}","{'nodes': 10, 'edges': 11}","{'nodes': 10, 'edges': 11}","{'nodes': 926, 'edges': 1397}","{'nodes': 10, 'edges': 11}","{'nodes': 10, 'edges': 11}","{'nodes': 10, 'edges': 11}"
143,"{'nodes': 701, 'edges': 1127}","{'nodes': 269, 'edges': 481}","{'nodes': 7, 'edges': 6}","{'nodes': 7, 'edges': 6}","{'nodes': 965, 'edges': 1529}","{'nodes': 21, 'edges': 26}","{'nodes': 7, 'edges': 6}","{'nodes': 7, 'edges': 6}"
144,"{'nodes': 228, 'edges': 340}","{'nodes': 517, 'edges': 931}","{'nodes': 7, 'edges': 6}","{'nodes': 7, 'edges': 6}","{'nodes': 740, 'edges': 1218}","{'nodes': 16, 'edges': 21}","{'nodes': 6, 'edges': 5}","{'nodes': 6, 'edges': 5}"
145,"{'nodes': 252, 'edges': 371}","{'nodes': 19, 'edges': 24}","{'nodes': 9, 'edges': 10}","{'nodes': 9, 'edges': 10}","{'nodes': 253, 'edges': 366}","{'nodes': 9, 'edges': 10}","{'nodes': 9, 'edges': 10}","{'nodes': 9, 'edges': 10}"
146,"{'nodes': 1118, 'edges': 1715}","{'nodes': 9, 'edges': 10}","{'nodes': 9, 'edges': 10}","{'nodes': 9, 'edges': 10}","{'nodes': 1113, 'edges': 1711}","{'nodes': 9, 'edges': 10}","{'nodes': 9, 'edges': 10}","{'nodes': 9, 'edges': 10}"
147,"{'nodes': 1200, 'edges': 1882}","{'nodes': 242, 'edges': 430}","{'nodes': 7, 'edges': 6}","{'nodes': 7, 'edges': 6}","{'nodes': 1430, 'edges': 2245}","{'nodes': 48, 'edges': 68}","{'nodes': 6, 'edges': 5}","{'nodes': 6, 'edges': 5}"
148,"{'nodes': 2176, 'edges': 3363}","{'nodes': 14, 'edges': 19}","{'nodes': 10, 'edges': 11}","{'nodes': 10, 'edges': 11}","{'nodes': 2092, 'edges': 3228}","{'nodes': 12, 'edges': 15}","{'nodes': 10, 'edges': 11}","{'nodes': 10, 'edges': 11}"
149,"{'nodes': 1672, 'edges': 2726}","{'nodes': 571, 'edges': 1067}","{'nodes': 7, 'edges': 6}","{'nodes': 7, 'edges': 6}","{'nodes': 1765, 'edges': 2872}","{'nodes': 68, 'edges': 79}","{'nodes': 7, 'edges': 6}","{'nodes': 7, 'edges': 6}"
150,"{'nodes': 715, 'edges': 1118}","{'nodes': 140, 'edges': 246}","{'nodes': 7, 'edges': 6}","{'nodes': 7, 'edges': 6}","{'nodes': 707, 'edges': 1107}","{'nodes': 17, 'edges': 22}","{'nodes': 7, 'edges': 6}","{'nodes': 7, 'edges': 6}"
151,"{'nodes': 2665, 'edges': 4242}","{'nodes': 158, 'edges': 279}","{'nodes': 7, 'edges': 6}","{'nodes': 7, 'edges': 6}","{'nodes': 2670, 'edges': 4249}","{'nodes': 17, 'edges': 22}","{'nodes': 7, 'edges': 6}","{'nodes': 7, 'edges': 6}"
152,"{'nodes': 547, 'edges': 859}","{'nodes': 68, 'edges': 114}","{'nodes': 7, 'edges': 6}","{'nodes': 7, 'edges': 6}","{'nodes': 734, 'edges': 1152}","{'nodes': 25, 'edges': 36}","{'nodes': 7, 'edges': 6}","{'nodes': 7, 'edges': 6}"
153,"{'nodes': 1019, 'edges': 1637}","{'nodes': 9, 'edges': 10}","{'nodes': 9, 'edges': 10}","{'nodes': 9, 'edges': 10}","{'nodes': 1092, 'edges': 1740}","{'nodes': 9, 'edges': 10}","{'nodes': 9, 'edges': 10}","{'nodes': 9, 'edges': 10}"
154,"{'nodes': 350, 'edges': 560}","{'nodes': 212, 'edges': 387}","{'nodes': 7, 'edges': 6}","{'nodes': 7, 'edges': 6}","{'nodes': 345, 'edges': 552}","{'nodes': 19, 'edges': 24}","{'nodes': 7, 'edges': 6}","{'nodes': 7, 'edges': 6}"
155,"{'nodes': 1520, 'edges': 2380}","{'nodes': 170, 'edges': 299}","{'nodes': 7, 'edges': 6}","{'nodes': 7, 'edges': 6}","{'nodes': 2133, 'edges': 3316}","{'nodes': 36, 'edges': 45}","{'nodes': 7, 'edges': 6}","{'nodes': 7, 'edges': 6}"
156,"{'nodes': 2203, 'edges': 3355}","{'nodes': 232, 'edges': 425}","{'nodes': 7, 'edges': 6}","{'nodes': 7, 'edges': 6}","{'nodes': 2346, 'edges': 3574}","{'nodes': 20, 'edges': 25}","{'nodes': 7, 'edges': 6}","{'nodes': 7, 'edges': 6}"
157,"{'nodes': 1228, 'edges': 1955}","{'nodes': 198, 'edges': 347}","{'nodes': 7, 'edges': 6}","{'nodes': 7, 'edges': 6}","{'nodes': 1250, 'edges': 1984}","{'nodes': 32, 'edges': 43}","{'nodes': 7, 'edges': 6}","{'nodes': 7, 'edges': 6}"
158,"{'nodes': 257, 'edges': 404}","{'nodes': 68, 'edges': 114}","{'nodes': 7, 'edges': 6}","{'nodes': 7, 'edges': 6}","{'nodes': 308, 'edges': 481}","{'nodes': 14, 'edges': 19}","{'nodes': 7, 'edges': 6}","{'nodes': 7, 'edges': 6}"
159,"{'nodes': 108, 'edges': 175}","{'nodes': 112, 'edges': 197}","{'nodes': 7, 'edges': 6}","{'nodes': 7, 'edges': 6}","{'nodes': 112, 'edges': 179}","{'nodes': 16, 'edges': 21}","{'nodes': 7, 'edges': 6}","{'nodes': 7, 'edges': 6}"
160,"{'nodes': 1461, 'edges': 2247}","{'nodes': 170, 'edges': 283}","{'nodes': 7, 'edges': 6}","{'nodes': 7, 'edges': 6}","{'nodes': 1528, 'edges': 2307}","{'nodes': 38, 'edges': 54}","{'nodes': 6, 'edges': 5}","{'nodes': 6, 'edges': 5}"
161,"{'nodes': 272, 'edges': 447}","{'nodes': 302, 'edges': 558}","{'nodes': 7, 'edges': 6}","{'nodes': 7, 'edges': 6}","{'nodes': 262, 'edges': 430}","{'nodes': 23, 'edges': 28}","{'nodes': 7, 'edges': 6}","{'nodes': 7, 'edges': 6}"
162,"{'nodes': 1738, 'edges': 2690}","{'nodes': 158, 'edges': 279}","{'nodes': 7, 'edges': 6}","{'nodes': 7, 'edges': 6}","{'nodes': 1766, 'edges': 2719}","{'nodes': 26, 'edges': 34}","{'nodes': 7, 'edges': 6}","{'nodes': 7, 'edges': 6}"
163,"{'nodes': 765, 'edges': 1209}","{'nodes': 68, 'edges': 108}","{'nodes': 6, 'edges': 5}","{'nodes': 6, 'edges': 5}","{'nodes': 757, 'edges': 1198}","{'nodes': 20, 'edges': 27}","{'nodes': 7, 'edges': 6}","{'nodes': 7, 'edges': 6}"
164,"{'nodes': 3013, 'edges': 4740}","{'nodes': 44, 'edges': 64}","{'nodes': 19, 'edges': 25}","{'nodes': 19, 'edges': 25}","{'nodes': 2559, 'edges': 3928}","{'nodes': 22, 'edges': 28}","{'nodes': 21, 'edges': 27}","{'nodes': 21, 'edges': 27}"
165,"{'nodes': 1574, 'edges': 2463}","{'nodes': 185, 'edges': 336}","{'nodes': 7, 'edges': 6}","{'nodes': 7, 'edges': 6}","{'nodes': 1583, 'edges': 2485}","{'nodes': 18, 'edges': 23}","{'nodes': 7, 'edges': 6}","{'nodes': 7, 'edges': 6}"
166,"{'nodes': 2312, 'edges': 3582}","{'nodes': 210, 'edges': 374}","{'nodes': 7, 'edges': 6}","{'nodes': 7, 'edges': 6}","{'nodes': 2245, 'edges': 3483}","{'nodes': 19, 'edges': 24}","{'nodes': 7, 'edges': 6}","{'nodes': 7, 'edges': 6}"
167,"{'nodes': 822, 'edges': 1299}","{'nodes': 274, 'edges': 492}","{'nodes': 7, 'edges': 6}","{'nodes': 7, 'edges': 6}","{'nodes': 837, 'edges': 1323}","{'nodes': 47, 'edges': 75}","{'nodes': 7, 'edges': 6}","{'nodes': 7, 'edges': 6}"
168,"{'nodes': 2479, 'edges': 4076}","{'nodes': 204, 'edges': 330}","{'nodes': 137, 'edges': 216}","{'nodes': 163, 'edges': 264}","{'nodes': 2346, 'edges': 3855}","{'nodes': 98, 'edges': 161}","{'nodes': 67, 'edges': 112}","{'nodes': 84, 'edges': 147}"
169,"{'nodes': 1181, 'edges': 1843}","{'nodes': 179, 'edges': 318}","{'nodes': 6, 'edges': 5}","{'nodes': 6, 'edges': 5}","{'nodes': 1150, 'edges': 1778}","{'nodes': 56, 'edges': 82}","{'nodes': 6, 'edges': 5}","{'nodes': 6, 'edges': 5}"
170,"{'nodes': 1832, 'edges': 2838}","{'nodes': 22, 'edges': 27}","{'nodes': 20, 'edges': 25}","{'nodes': 20, 'edges': 25}","{'nodes': 2922, 'edges': 4615}","{'nodes': 9, 'edges': 10}","{'nodes': 9, 'edges': 10}","{'nodes': 9, 'edges': 10}"
171,"{'nodes': 800, 'edges': 1256}","{'nodes': 167, 'edges': 293}","{'nodes': 7, 'edges': 6}","{'nodes': 7, 'edges': 6}","{'nodes': 1188, 'edges': 1828}","{'nodes': 18, 'edges': 23}","{'nodes': 7, 'edges': 6}","{'nodes': 7, 'edges': 6}"
172,"{'nodes': 1408, 'edges': 2193}","{'nodes': 55, 'edges': 78}","{'nodes': 50, 'edges': 69}","{'nodes': 50, 'edges': 69}","{'nodes': 1509, 'edges': 2330}","{'nodes': 27, 'edges': 36}","{'nodes': 23, 'edges': 29}","{'nodes': 23, 'edges': 29}"
173,"{'nodes': 116, 'edges': 190}","{'nodes': 152, 'edges': 273}","{'nodes': 7, 'edges': 6}","{'nodes': 7, 'edges': 6}","{'nodes': 118, 'edges': 191}","{'nodes': 18, 'edges': 23}","{'nodes': 7, 'edges': 6}","{'nodes': 7, 'edges': 6}"
174,"{'nodes': 942, 'edges': 1447}","{'nodes': 32, 'edges': 51}","{'nodes': 31, 'edges': 47}","{'nodes': 31, 'edges': 47}","{'nodes': 1012, 'edges': 1542}","{'nodes': 28, 'edges': 42}","{'nodes': 51, 'edges': 87}","{'nodes': 51, 'edges': 88}"
175,"{'nodes': 1477, 'edges': 2348}","{'nodes': 408, 'edges': 744}","{'nodes': 6, 'edges': 5}","{'nodes': 6, 'edges': 5}","{'nodes': 1540, 'edges': 2427}","{'nodes': 52, 'edges': 73}","{'nodes': 6, 'edges': 5}","{'nodes': 6, 'edges': 5}"
176,"{'nodes': 1799, 'edges': 2768}","{'nodes': 25, 'edges': 37}","{'nodes': 27, 'edges': 38}","{'nodes': 27, 'edges': 38}","{'nodes': 1770, 'edges': 2721}","{'nodes': 21, 'edges': 28}","{'nodes': 20, 'edges': 26}","{'nodes': 20, 'edges': 26}"
177,"{'nodes': 2463, 'edges': 3791}","{'nodes': 9, 'edges': 10}","{'nodes': 9, 'edges': 10}","{'nodes': 9, 'edges': 10}","{'nodes': 2531, 'edges': 3902}","{'nodes': 9, 'edges': 10}","{'nodes': 9, 'edges': 10}","{'nodes': 9, 'edges': 10}"
178,"{'nodes': 183, 'edges': 299}","{'nodes': 150, 'edges': 263}","{'nodes': 7, 'edges': 6}","{'nodes': 7, 'edges': 6}","{'nodes': 218, 'edges': 352}","{'nodes': 17, 'edges': 22}","{'nodes': 7, 'edges': 6}","{'nodes': 7, 'edges': 6}"
179,"{'nodes': 3213, 'edges': 5025}","{'nodes': 11, 'edges': 14}","{'nodes': 9, 'edges': 10}","{'nodes': 9, 'edges': 10}","{'nodes': 3284, 'edges': 5143}","{'nodes': 9, 'edges': 10}","{'nodes': 9, 'edges': 10}","{'nodes': 9, 'edges': 10}"
180,"{'nodes': 1123, 'edges': 1761}","{'nodes': 113, 'edges': 184}","{'nodes': 7, 'edges': 6}","{'nodes': 7, 'edges': 6}","{'nodes': 1158, 'edges': 1800}","{'nodes': 19, 'edges': 26}","{'nodes': 7, 'edges': 6}","{'nodes': 7, 'edges': 6}"
181,"{'nodes': 1545, 'edges': 2426}","{'nodes': 322, 'edges': 596}","{'nodes': 6, 'edges': 5}","{'nodes': 6, 'edges': 5}","{'nodes': 1607, 'edges': 2523}","{'nodes': 24, 'edges': 29}","{'nodes': 7, 'edges': 6}","{'nodes': 7, 'edges': 6}"
182,"{'nodes': 641, 'edges': 1011}","{'nodes': 257, 'edges': 468}","{'nodes': 7, 'edges': 6}","{'nodes': 7, 'edges': 6}","{'nodes': 744, 'edges': 1163}","{'nodes': 21, 'edges': 26}","{'nodes': 7, 'edges': 6}","{'nodes': 7, 'edges': 6}"
183,"{'nodes': 135, 'edges': 197}","{'nodes': 10, 'edges': 11}","{'nodes': 10, 'edges': 11}","{'nodes': 10, 'edges': 11}","{'nodes': 154, 'edges': 226}","{'nodes': 13, 'edges': 17}","{'nodes': 10, 'edges': 11}","{'nodes': 10, 'edges': 11}"
